domain,agency,status,hsts,max_age,expire_time,csp,x_content_type_options,security_txt
iipdigital.ait.org.tw,"Department of State (DOS)",500,false,-1,-1,false,false,false
intermountaincfc.org,"Combined Federal Campaign",200,false,-1,-1,false,false,false
insidevoa.com,"U.S. Agency for Global Media",301,true,31536000,1729066702445,true,true,true
hudnsphelp.info,"Department of Housing and Urban Development (HUD)",200,false,-1,-1,false,false,false
huduser.org,"Department of Housing and Urban Development (HUD)",302,false,-1,-1,false,false,false
hudhre.info,"Department of Housing and Urban Development (HUD)",301,false,-1,-1,undefined,false,false
hudhomestore.com,"Department of Housing and Urban Development (HUD)",301,false,-1,-1,false,false,false
hubblesite.org,"National Aeronautics and Space Administration (NASA)",403,false,-1,-1,false,false,false
hudexchange.info,"Department of Housing and Urban Development (HUD)",301,true,31536000,1729066702445,true,true,false
homelandsecurity.conferenceon.tv,"Department of Homeland Security (DHS)",500,false,-1,-1,false,false,false
heartofthemidlandscfc.org,"Combined Federal Campaign",500,false,-1,-1,false,false,false
heartofalabamacfc.org,"Combined Federal Campaign",500,false,-1,-1,false,false,false
heartlandcfc.org,"Combined Federal Campaign",200,false,-1,-1,false,true,false
hsdl.org,"Department of Homeland Security (DHS)",301,true,31536000,1729066702445,false,true,false
greencountrycfc.org,"Combined Federal Campaign",500,false,-1,-1,false,false,false
greaterwicfc.org,"Combined Federal Campaign",500,false,-1,-1,false,false,false
greatermscfc.org,"Combined Federal Campaign",500,false,-1,-1,false,false,false
greaterhartfordcfc.org,"Combined Federal Campaign",500,false,-1,-1,false,false,false
gopcfc.org,"Combined Federal Campaign",500,false,-1,-1,false,false,false
igs.org,"National Aeronautics and Space Administration (NASA)",200,false,-1,-1,false,false,false
godirect.org,"Federal Reserve Board",301,true,86400,1729035252845,false,false,false
gocivilairpatrol.com,"U.S. Air Force Auxiliary",301,true,31536000,1729066702445,false,true,false
goang.com,"Department of the Air Force",301,true,63072000,1729098238445,true,true,false
goarmy.com,"Department of the Army",301,false,-1,-1,false,true,false
getsmartaboutdrugs.com,"Drug Enforcement Agency (DEA)",301,true,31536000,1729066702445,false,true,false
georgewbushlibrary.smu.edu,"National Archives and Records Administration (NARA)",302,true,31536000,1729066702445,false,true,false
genomereference.org,"Department of Health and Human Services (HHS)",301,true,31536000,1729066702445,true,true,false
gatewaycfc.org,"Combined Federal Campaign",301,false,-1,-1,false,false,false
glnpo.net,"Environmental Protection Agency (EPA)",500,false,-1,-1,false,false,false
ftcampbellareacfc.org,"Combined Federal Campaign",500,false,-1,-1,false,false,false
fsafeds.com,"Office of Personnel Management (OPM)",301,false,-1,-1,undefined,false,false
freefilefillableforms.com,"Internal Revenue Service",302,true,31536000,1729066702445,false,true,false
freddiemac.com,"Federal Home Loan Mortgage Corporation",302,false,-1,-1,true,true,false
frbsf.org,"Federal Reserve Board",301,false,-1,-1,false,false,false
forestryimages.org,"U.S. Forest Service (USFS)",301,false,-1,-1,false,false,false
fmjfee.com,"U.S. Citizenship and Immigration Service (USCIS)",200,true,31536000,1729066702445,false,true,false
firelab.org,"U.S. Forest Service (USFS)",200,false,-1,-1,false,true,false
findtbresources.org,"Centers for Disease Control and Prevention (CDC)",500,false,-1,-1,false,false,false
fhlbtopeka.com,"Interagency Collaboration",301,false,-1,-1,true,true,false
frbatlanta.org,"Federal Reserve Board",500,false,-1,-1,false,false,false
gocoastguard.com,"U.S. Coast Guard",500,false,-1,-1,false,false,false
fhlbsea.com,"Interagency Collaboration",200,false,-1,-1,false,false,false
fhlbsf.com,"Interagency Collaboration",301,true,31536000,1729066702445,false,false,false
fhlbi.com,"Interagency Collaboration",500,false,-1,-1,true,true,false
fhlbcin.com,"Interagency Collaboration",500,false,-1,-1,false,false,false
fhlbny.com,"Interagency Collaboration",301,true,63072000,1729098238445,true,true,false
fhlbc.com,"Interagency Collaboration",301,false,-1,-1,false,false,false
fhlbatl.com,"Interagency Collaboration",500,false,-1,-1,false,true,false
fhlbboston.com,"Interagency Collaboration",500,false,-1,-1,true,false,false
fhlbdm.com,"Interagency Collaboration",200,false,-1,-1,false,false,false
fhlbanks.com,"Interagency Collaboration",200,false,-1,-1,true,true,false
fhlb-pgh.com,"Interagency Collaboration",301,true,31536000,1729066702445,true,true,false
fhlb-of.com,"Interagency Collaboration",302,false,-1,-1,false,true,false
federalreserveeducation.org,"Federal Reserve Board",500,false,-1,-1,false,true,false
federallabs.org,"Interagency Collaboration",200,false,-1,-1,false,false,false
fhlb.com,"Interagency Collaboration",301,false,-1,-1,false,true,false
fdrlibrary.marist.edu,"National Archives and Records Administration (NARA)",500,false,-1,-1,false,false,false
fd.org,"U.S. Courts",500,false,-1,-1,false,true,false
fbiacademy.edu,"Federal Bureau of Investigation (FBI)",500,false,-1,-1,false,false,false
farmermac.com,"Federal Agricultural Mortgage Corporation",301,true,300,1729035166745,false,false,false
farmcreditbank.com,"Farm Credit Administration",301,false,-1,-1,true,true,true
fanniemae.com,"Federal National Mortgage Association",301,false,-1,-1,false,true,false
federalrelay.us,"General Services Administration",500,false,-1,-1,true,false,false
escarosacfc.org,"Combined Federal Campaign",500,false,-1,-1,false,false,false
fairhousingfirst.org,"Department of Housing and Urban Development (HUD)",500,false,-1,-1,false,false,false
fcc.us,"Federal Communications Commission (FCC)",500,false,-1,-1,false,false,false
epcfc.org,"Combined Federal Campaign",500,false,-1,-1,false,false,false
ertvideo.org,"Environmental Protection Agency (EPA)",500,false,-1,-1,false,false,false
epancic.org,"Environmental Protection Agency (EPA)",500,false,-1,-1,false,false,false
epaosc.org,"Environmental Protection Agency (EPA)",301,true,31536000,1729066702445,true,false,false
epa.maps.arcgis.com,"Environmental Protection Agency (EPA)",302,true,63072000,1729098238445,true,false,false
enviroflash.info,"Environmental Protection Agency (EPA)",301,false,-1,-1,false,false,false
elcivicsonline.org,"Department of Education (ED)",200,false,-1,-1,false,false,false
easternmasscfc.org,"Combined Federal Campaign",500,false,-1,-1,false,false,false
ertsupport.org,"Environmental Protection Agency (EPA)",500,false,-1,-1,false,false,false
earthkam.ucsd.edu,"National Aeronautics and Space Administration (NASA)",500,false,-1,-1,false,false,false
earthsystemmodeling.org,"National Aeronautics and Space Administration (NASA)",200,false,-1,-1,false,false,false
e2.gov.cwtsatotravel.com,"General Services Administration (GSA)",200,true,31536000,1729066702445,true,true,false
efts.scportal.us,"Department of Defense",302,false,-1,-1,false,false,false
dvidshub.net,"Department of Defense (DOD)",301,true,31536000,1729066702445,false,false,false
dvbic.org,"Department of Defense (DOD)",200,false,-1,-1,false,false,false
dodsbir.net,"Department of Defense (DOD)",302,false,-1,-1,false,false,false
dodea.edu,"Department of Defense (DOD)",301,true,600,1729035167045,false,true,false
dodstarbase.org,"Department of Defense (DOD)",200,true,31536000,1729066702445,false,true,false
docsteach.org,"National Archives and Records Administration (NARA)",403,false,-1,-1,undefined,false,false
dodccrp.org,"Department of Defense (DOD)",500,false,-1,-1,false,true,false
dfwmetroplexcfc.org,"Combined Federal Campaign",500,false,-1,-1,false,false,false
digitalvaults.org,"National Archives and Records Administration (NARA)",200,false,-1,-1,false,false,false
deamuseum.org,"Drug Enforcement Agency (DEA)",301,true,31536000,1729066702445,false,true,false
dallasfed.org,"Federal Reserve Board",500,false,-1,-1,true,true,false
defensetv.tv,"Department of Defense (DOD)",500,false,-1,-1,false,false,false
d11nuscgaux.info,"U.S. Coast Guard Auxiliary",301,false,-1,-1,false,false,false
cybercemetery.unt.edu,"Quasigovernmental",301,false,-1,-1,false,false,false
cvand29palmscfc.org,"Combined Federal Campaign",500,false,-1,-1,false,false,false
ctandwmacfc.org,"Combined Federal Campaign",500,false,-1,-1,false,false,false
cowvcfc.org,"Combined Federal Campaign",500,false,-1,-1,false,false,false
dhs-summit.us,"Department of Homeland Security (DHS)",500,false,-1,-1,false,false,false
cooperhewitt.org,"Smithsonian Institution",301,false,-1,-1,false,false,false
cooperativepatentclassification.org,"U.S. Patent and Trademark Office (USPTO)",301,false,-1,-1,false,true,false
commissaries.com,"Defense Commissary Agency (DeCA)",500,false,-1,-1,false,false,false
columbusbenningcfc.org,"Combined Federal Campaign",500,false,-1,-1,false,false,false
coastalcarolinacfc.org,"Combined Federal Campaign",500,false,-1,-1,false,false,false
coastalbendareacfc.org,"Combined Federal Campaign",500,false,-1,-1,false,false,false
clu-in.org,"Environmental Protection Agency (EPA)",200,true,31536000,1729066702445,true,false,false
cobank.com,"Farm Credit Administration",200,true,86400,1729035252845,false,false,false
cldcentral.usalearning.net,"Office of Personnel Management (OPM)",301,true,63072000,1729098238445,false,false,true
d13cgaux.com,"U.S. Coast Guard Auxiliary",500,false,-1,-1,false,false,false
cidi.org,"U.S. Agency for International Development (USAID)",301,true,15552000,1729050718445,true,true,false
cipm.info,"National Science Foundation (NSF)",500,false,-1,-1,false,false,false
chicagocfc.net,"Combined Federal Campaign",404,false,-1,-1,undefined,false,false
chicagofed.org,"Federal Reserve Board",500,false,-1,-1,true,false,false
chattanoogacfc.org,"Combined Federal Campaign",500,false,-1,-1,false,false,false
chemcatbio.org,"Department of Energy (DOE)",301,true,31536000,1729066702445,true,true,true
cge.concursolutions.com,"General Services Administration (GSA)",302,true,15552000,1729050718445,false,true,false
cgaux.org,"U.S. Coast Guard Auxiliary",200,false,-1,-1,false,false,false
clevelandfed.org,"Federal Reserve Board",500,false,-1,-1,true,false,false
cfcwnc.com,"Combined Federal Campaign",500,false,-1,-1,false,false,false
cfcwesternmontana.org,"Combined Federal Campaign",500,false,-1,-1,false,false,false
cfcwesternmichigan.org,"Combined Federal Campaign",500,false,-1,-1,false,false,false
cga.edu,"U.S. Coast Guard",500,false,-1,-1,undefined,false,false
cfctexasgulfcoast.org,"Combined Federal Campaign",500,false,-1,-1,false,false,false
cfcsnj.org,"Combined Federal Campaign",500,false,-1,-1,false,false,false
cfcshr.org,"Combined Federal Campaign",403,false,-1,-1,undefined,false,false
cfcsemi.org,"Combined Federal Campaign",500,false,-1,-1,false,false,false
cfcsanantonio.org,"Combined Federal Campaign",500,false,-1,-1,false,false,false
cfcredrivervalley.org,"Combined Federal Campaign",500,false,-1,-1,false,false,false
cfcofthecsra.org,"Combined Federal Campaign",500,false,-1,-1,false,false,false
cfcofgreatersocal.org,"Combined Federal Campaign",500,false,-1,-1,false,false,false
cfcvp.org,"Combined Federal Campaign",200,false,-1,-1,false,false,false
cfcofcva.org,"Combined Federal Campaign",500,false,-1,-1,false,false,false
cfcnps.org,"Combined Federal Campaign",500,false,-1,-1,false,false,false
cfcnorthtexas.org,"Combined Federal Campaign",500,false,-1,-1,false,false,false
cfcnnj.org,"Combined Federal Campaign",500,false,-1,-1,false,false,false
cfcnca.org,"Combined Federal Campaign",301,false,-1,-1,false,true,false
cfcmontereysantacruz.org,"Combined Federal Campaign",500,false,-1,-1,false,false,false
cfcmidsouth.org,"Combined Federal Campaign",500,false,-1,-1,false,false,false
cfe-dmha.org,"Department of Defense (DOD)",500,false,-1,-1,false,false,false
cfcindiana.org,"Combined Federal Campaign",500,false,-1,-1,false,false,false
cfcmaine.org,"Combined Federal Campaign",301,true,86400,1729035252845,false,true,false
cfcgreaternc.org,"Combined Federal Campaign",500,false,-1,-1,false,false,false
cfcgreaterarkansas.org,"Combined Federal Campaign",500,false,-1,-1,false,false,false
cfcgno.org,"Combined Federal Campaign",500,false,-1,-1,false,false,false
cfcforthood.org,"Combined Federal Campaign",500,false,-1,-1,false,false,false
cfccoastalga.org,"Combined Federal Campaign",500,false,-1,-1,false,false,false
cfcaz.org,"Combined Federal Campaign",500,false,-1,-1,false,false,false
cfcaaga.org,"Combined Federal Campaign",500,false,-1,-1,false,false,false
cfc-centralok.org,"Combined Federal Campaign",500,false,-1,-1,false,false,false
cf-cfc.org,"Combined Federal Campaign",500,false,-1,-1,false,false,false
centraltexascfc.org,"Combined Federal Campaign",500,false,-1,-1,false,false,false
cfcgive.org,"Combined Federal Campaign",200,false,-1,-1,false,false,false
centralpacfc.org,"Combined Federal Campaign",500,false,-1,-1,false,false,false
centralcaliforniacfc.org,"Combined Federal Campaign",500,false,-1,-1,false,false,false
cdse.edu,"Department of Defense (DOD)",500,false,-1,-1,false,true,false
cbp-ntep.info,"Customs and Border Patrol (CBP)",500,false,-1,-1,false,false,false
cbacfc.org,"Combined Federal Campaign",200,false,-1,-1,true,false,false
careeronestop.org,"Employment and Training Administration",301,false,-1,-1,undefined,false,false
careerinfonet.org,"Employment and Training Administration",301,true,63072000,1729098238445,true,true,false
capmembers.com,"U.S. Air Force Auxiliary",301,true,31536000,1729066702445,false,true,false
buyaccessible.net,"General Services Administration (GSA)",500,false,-1,-1,false,false,false
cdcnpin.org,"Centers for Disease Control and Prevention (CDC)",500,false,-1,-1,false,true,false
cfcnexus.org,"Combined Federal Campaign",500,false,-1,-1,false,false,false
bobber.info,"U.S. Army Corps of Engineers",200,false,-1,-1,false,false,false
benefeds.com,"Office of Personnel Management (OPM)",301,true,31536000,1729066702445,true,true,false
badgerlandcfc.org,"Combined Federal Campaign",500,false,-1,-1,false,false,false
bushlibrary.tamu.edu,"National Archives and Records Administration (NARA)",301,false,-1,-1,false,false,false
bie.edu,"Department of the Interior",301,true,31536000,1729066702445,false,true,false
atlanticcoastcfc.org,"Combined Federal Campaign",500,false,-1,-1,false,false,false
askjan.org,"Department of Labor",200,true,31536000,1729066702445,true,false,true
aww.aww-sp.com,"U.S. Coast Guard",302,false,-1,-1,false,false,false
armyfuturescommand.com,"Department of the Army",500,false,-1,-1,true,true,false
auxpa.org,"U.S. Coast Guard Auxiliary",500,false,-1,-1,false,false,false
amtrak.com,"National Railroad Passenger Corporation",301,true,31536000,1729066702445,true,false,false
americorpsconnect.org,"Corporation for National and Community Service",500,false,-1,-1,undefined,false,false
alhurra.com,"U.S. Agency for Global Media",301,true,31536000,1729066702445,false,true,false
alaskacfc.org,"Combined Federal Campaign",500,false,-1,-1,false,false,false
amver.com,"U.S. Coast Guard",200,true,31536000,1729066702445,false,true,false
ajb.org,"Employment and Training Administration",301,true,63072000,1729098238445,true,true,false
armedforcessports.com,"Department of Defense (DOD)",500,false,-1,-1,false,true,false
airdefenseartillery.com,"Department of Defense (DOD)",200,false,-1,-1,false,false,false
airforce.com,"Department of the Air Force",301,true,63072000,1729098238445,true,true,false
airspacemag.com,"Smithsonian Institution",301,false,-1,-1,false,true,false
agfirst.com,"Farm Credit Administration",301,false,-1,-1,false,true,false
agribank.com,"Farm Credit Administration",302,false,-1,-1,true,true,false
afpmb.org,"Department of Defense (DOD)",500,false,-1,-1,false,false,false
afreserve.com,"Department of the Air Force",301,true,63072000,1729098238445,true,true,false
afthunderbirds.com,"Department of the Air Force",200,false,-1,-1,false,false,false
afacademy.af.edu,"Department of Defense (DOD)",500,false,-1,-1,false,false,false
afneurope.net,"Department of Defense (DOD)",500,false,-1,-1,false,true,false
academyadmissions.com,"Department of Defense (DOD)",403,false,-1,-1,undefined,false,false
adlnet.org,"Department of Defense (DOD)",301,false,-1,-1,false,false,false
3riverscfc.org,"Combined Federal Campaign",500,false,-1,-1,false,false,false
18f.us,"General Services Administration (GSA)",200,false,-1,-1,false,false,false
aal.army,"Department of the Army",200,false,-1,-1,false,false,true
openpaymentsdata.cms.gov,"Department of Health and Human Services",200,true,31536000,1729066702445,false,true,false
data.medicaid.gov,"Department of Health and Human Services",200,true,31536000,1729066702445,false,true,false
whdpc.gov,"Western Hemisphere Drug Policy Commission",500,false,-1,-1,false,false,false
senate.gov,"United States Senate",301,true,31536000,1729066702445,false,false,false
sen.gov,"United States Senate",200,true,31536000,1729066702445,false,true,false
ussemiquincentennial.gov,"U.S. Semiquincentennial Commission",200,false,-1,-1,false,false,false
uscc.gov,"U.S.-China Economic and Security Review Commission",301,false,-1,-1,false,false,false
america250.gov,"U.S. Semiquincentennial Commission",301,false,-1,-1,false,false,false
usa250.gov,"U.S. Semiquincentennial Commission",301,false,-1,-1,false,false,false
afnpacific.net,"Department of Defense (DOD)",500,false,-1,-1,false,true,false
ushr.gov,"The Legislative Branch",500,false,-1,-1,false,false,false
ushouse.gov,"The Legislative Branch",500,false,-1,-1,false,false,false
tmdbhouse.gov,"The Legislative Branch",500,false,-1,-1,false,false,false
uscp.gov,"U.S. Capitol Police",500,false,-1,-1,true,true,false
speaker.gov,"The Legislative Branch",500,false,-1,-1,false,false,false
uscapitolpolice.gov,"U.S. Capitol Police",500,false,-1,-1,false,false,false
republicanwhip.gov,"The Legislative Branch",500,false,-1,-1,true,true,false
republicanleader.gov,"The Legislative Branch",500,false,-1,-1,true,true,false
ppdcecc.gov,"The Legislative Branch",500,false,-1,-1,true,true,false
taxreform.gov,"The Legislative Branch",500,false,-1,-1,false,false,false
minoritywhip.gov,"The Legislative Branch",500,false,-1,-1,true,true,false
majoritywhip.gov,"The Legislative Branch",500,false,-1,-1,true,true,false
majorityleader.gov,"The Legislative Branch",500,false,-1,-1,true,true,false
jct.gov,"The Legislative Branch",301,false,-1,-1,true,false,false
republicans.gov,"The Legislative Branch",500,false,-1,-1,false,false,false
housedems.gov,"The Legislative Branch",500,false,-1,-1,false,false,false
housenewsletters.gov,"The Legislative Branch",500,false,-1,-1,false,false,false
houselive.gov,"The Legislative Branch",500,false,-1,-1,false,false,false
housecommunications.gov,"The Legislative Branch",500,false,-1,-1,false,false,false
housedemocrats.gov,"The Legislative Branch",500,false,-1,-1,false,false,false
house.gov,"The Legislative Branch",500,false,-1,-1,true,true,false
housed.gov,"The Legislative Branch",500,false,-1,-1,false,false,false
gopwhip.gov,"The Legislative Branch",500,false,-1,-1,true,true,false
gopleader.gov,"The Legislative Branch",500,false,-1,-1,true,true,false
democrats.gov,"The Legislative Branch",500,false,-1,-1,false,false,false
gop.gov,"The Legislative Branch",500,false,-1,-1,true,true,false
dems.gov,"The Legislative Branch",500,false,-1,-1,true,false,false
democraticwhip.gov,"The Legislative Branch",500,false,-1,-1,true,true,false
democraticleader.gov,"The Legislative Branch",500,false,-1,-1,true,true,false
csce.gov,"The Legislative Branch",500,false,-1,-1,false,false,false
cecc.gov,"The Legislative Branch",500,false,-1,-1,true,true,false
assistantdemocraticleader.gov,"The Legislative Branch",500,false,-1,-1,false,false,false
stennis.gov,"Stennis Center for Public Service",200,false,-1,-1,false,false,false
openworld.gov,"Open World Leadership Center",500,false,-1,-1,true,true,false
china-commission.gov,"The Legislative Branch",500,false,-1,-1,false,false,false
chinacommission.gov,"The Legislative Branch",500,false,-1,-1,false,false,false
compliance.gov,"Office of Congressional Workplace Rights",500,false,-1,-1,false,false,false
ocwr.gov,"Office of Congressional Workplace Rights",301,true,31536000,1729066702445,false,false,false
medpac.gov,"Medical Payment Advisory Commission",301,true,31536000,1729066702445,false,false,false
coil.gov,"Open World Leadership Center",500,false,-1,-1,undefined,false,false
macpac.gov,"Medicaid and CHIP Payment and Access Commission",301,true,31536000,1729066702445,false,false,false
uscongress.gov,"Library of Congress",500,false,-1,-1,undefined,false,false
womenshistorymonth.gov,"Library of Congress",200,false,-1,-1,false,false,false
unitedstatescongress.gov,"Library of Congress",500,false,-1,-1,undefined,false,false
tps.gov,"Library of Congress",500,false,-1,-1,true,true,false
section108.gov,"Library of Congress",200,false,-1,-1,false,false,false
read.gov,"Library of Congress",200,false,-1,-1,false,false,false
nativeamericanheritagemonth.gov,"Library of Congress",200,false,-1,-1,false,false,false
loc.gov,"Library of Congress",301,true,3600,1729035170045,true,true,true
loctps.gov,"Library of Congress",500,false,-1,-1,true,true,false
literacy.gov,"Library of Congress",500,false,-1,-1,false,false,false
libraryofcongress.gov,"Library of Congress",500,false,-1,-1,true,true,true
lctl.gov,"Library of Congress",500,false,-1,-1,false,false,false
law.gov,"Library of Congress",500,false,-1,-1,true,true,false
jewishheritagemonth.gov,"Library of Congress",200,false,-1,-1,false,false,false
jewishheritage.gov,"Library of Congress",500,false,-1,-1,false,false,false
thomas.gov,"Library of Congress",500,false,-1,-1,false,false,false
hispanicheritagemonth.gov,"Library of Congress",200,false,-1,-1,false,false,false
digitizationguidelines.gov,"Library of Congress",302,false,-1,-1,false,false,false
digitalpreservation.gov,"Library of Congress",200,false,-1,-1,false,false,false
currencyreaderapplication.gov,"Library of Congress",301,false,-1,-1,false,true,false
currencyreader.gov,"Library of Congress",200,true,10886400,1729046052845,false,true,false
lis.gov,"Library of Congress",500,false,-1,-1,false,false,false
copyrightclaimsboard.gov,"Library of Congress",500,false,-1,-1,false,false,false
crb.gov,"Library of Congress",301,false,-1,-1,true,true,false
copyright.gov,"Library of Congress",200,true,31536000,1729066702445,true,true,false
congress.gov,"Library of Congress",403,false,-1,-1,false,false,false
ccb.gov,"Library of Congress",200,true,31536000,1729066702445,true,true,false
blackhistorymonth.gov,"Library of Congress",200,false,-1,-1,false,false,false
asianpacificheritage.gov,"Library of Congress",200,false,-1,-1,false,false,false
americaslibrary.gov,"Library of Congress",301,false,-1,-1,true,true,false
africanamericanhistorymonth.gov,"Library of Congress",302,false,-1,-1,false,false,false
crs.gov,"Library of Congress",500,false,-1,-1,false,false,false
americanmemory.gov,"Library of Congress",503,false,-1,-1,true,true,true
usgovernmentmanual.gov,"Government Publishing Office",200,false,-1,-1,false,false,false
senatecalendar.gov,"Government Publishing Office",301,false,-1,-1,true,true,false
uscode.gov,"Government Publishing Office",301,false,-1,-1,true,true,false
ofr.gov,"Government Publishing Office",500,false,-1,-1,false,false,false
presidentialdocuments.gov,"Government Publishing Office",301,false,-1,-1,true,true,false
housecalendar.gov,"Government Publishing Office",301,false,-1,-1,true,true,false
gpo.gov,"Government Publishing Office",302,false,-1,-1,true,true,false
fedreg.gov,"Government Publishing Office",500,false,-1,-1,false,false,false
govinfo.gov,"Government Publishing Office",302,true,31536000,1729066702445,true,true,false
federalregister.gov,"Government Publishing Office",302,false,-1,-1,true,true,false
fdsys.gov,"Government Publishing Office",301,false,-1,-1,true,true,false
ecfr.gov,"Government Publishing Office",302,false,-1,-1,true,true,false
fdlp.gov,"Government Publishing Office",200,true,63072000,1729098238445,true,true,false
congressionaldirectory.gov,"Government Publishing Office",301,false,-1,-1,true,true,false
congressionalrecord.gov,"Government Publishing Office",301,false,-1,-1,true,true,false
gpodev.gov,"Government Publishing Office",500,false,-1,-1,false,false,false
gaoinnovationlab.gov,"Government Accountability Office",500,false,-1,-1,false,false,false
gaoinnovation.gov,"Government Accountability Office",500,false,-1,-1,false,false,false
gaoinnovations.gov,"Government Accountability Office",200,false,-1,-1,true,false,false
gao.gov,"Government Accountability Office",302,false,-1,-1,true,true,false
gaonet.gov,"Government Accountability Office",500,false,-1,-1,false,false,false
fasab.gov,"Government Accountability Office",200,true,31536000,1729066702445,false,false,false
eseclab.gov,"Government Accountability Office",500,false,-1,-1,false,false,false
cbo.gov,"Congressional Budget Office",301,false,-1,-1,false,true,false
solarium.gov,"Cyberspace Solarium Commission",500,false,-1,-1,true,true,false
visitthecapital.gov,"Architect of the Capitol",500,false,-1,-1,undefined,false,false
uscapitolgiftstore.gov,"Architect of the Capitol",500,false,-1,-1,false,false,false
uscapitolgiftshop.gov,"Architect of the Capitol",500,false,-1,-1,false,false,false
uscapitol.gov,"Architect of the Capitol",500,false,-1,-1,undefined,false,false
uscapitalgiftshop.gov,"Architect of the Capitol",500,false,-1,-1,false,false,false
cbonews.gov,"Congressional Budget Office",500,false,-1,-1,false,false,false
usbg.gov,"Architect of the Capitol",301,false,-1,-1,false,true,false
capitolgiftshop.gov,"Architect of the Capitol",500,false,-1,-1,false,false,false
capitol.gov,"Architect of the Capitol",301,false,-1,-1,true,false,false
capitalgiftshop.gov,"Architect of the Capitol",500,false,-1,-1,false,false,false
visitthecapitol.gov,"Architect of the Capitol",301,false,-1,-1,false,true,false
capital.gov,"Architect of the Capitol",301,false,-1,-1,true,false,false
aoc.gov,"Architect of the Capitol",301,false,-1,-1,true,false,false
ussc.gov,"U.S. Courts",500,false,-1,-1,false,false,false
ustaxcourt.gov,"U.S. Courts",200,false,-1,-1,false,false,false
usprobation.gov,"U.S. Courts",500,false,-1,-1,false,true,false
uscourts.gov,"U.S. Courts",301,false,-1,-1,false,true,false
uscavc.gov,"U.S. Courts",500,false,-1,-1,false,false,false
usc.gov,"U.S. Courts",500,false,-1,-1,false,false,false
usbankruptcy.gov,"U.S. Courts",500,false,-1,-1,false,true,false
judicialconference.gov,"U.S. Courts",500,false,-1,-1,false,true,false
pacer.gov,"U.S. Courts",301,true,16070400,1729051236845,false,true,false
fjc.gov,"U.S. Courts",301,false,-1,-1,true,false,false
federalrules.gov,"U.S. Courts",500,false,-1,-1,false,true,false
federalprobation.gov,"U.S. Courts",500,false,-1,-1,false,true,false
federalcourts.gov,"U.S. Courts",500,false,-1,-1,false,true,false
cavc.gov,"U.S. Courts",500,false,-1,-1,false,false,false
bankruptcy.gov,"U.S. Courts",500,false,-1,-1,false,true,false
supremecourtus.gov,"The Supreme Court",500,false,-1,-1,false,false,false
supremecourt.gov,"The Supreme Court",301,true,31536000,1729066702445,false,false,false
supreme-court.gov,"The Supreme Court",500,false,-1,-1,false,false,false
scus.gov,"The Supreme Court",500,false,-1,-1,false,false,false
scinet.gov,"The Supreme Court",500,false,-1,-1,false,false,false
scinet-test.gov,"The Supreme Court",500,false,-1,-1,false,false,false
sc-us.gov,"The Supreme Court",500,false,-1,-1,false,false,false
fd.gov,"Administrative Office of the U. S. Courts",500,false,-1,-1,false,false,false
rpo.gov,"gov Administration",500,false,-1,-1,false,false,false
pubservices.gov,"gov Administration",500,false,-1,-1,false,false,false
psup.gov,"gov Administration",500,false,-1,-1,false,false,false
psd.gov,"gov Administration",500,false,-1,-1,false,false,false
scuspd.gov,"The Supreme Court",301,true,31536000,1729066702445,false,false,false
owc.gov,"gov Administration",500,false,-1,-1,false,false,false
osdls.gov,"gov Administration",500,false,-1,-1,false,false,false
nrpo.gov,"gov Administration",500,false,-1,-1,false,false,false
jpo.gov,"gov Administration",500,false,-1,-1,false,false,false
erpo.gov,"gov Administration",500,false,-1,-1,false,false,false
ecfc.gov,"gov Administration",500,false,-1,-1,false,false,false
domainops.gov,"gov Administration",403,false,-1,-1,false,false,false
uscapital.gov,"Architect of the Capitol",500,false,-1,-1,false,false,false
fraho.gov,"gov Administration",500,false,-1,-1,false,false,false
ata.gov,"gov Administration",500,false,-1,-1,false,false,false
uspsinnovates.gov,"United States Postal Service",500,false,-1,-1,false,false,false
uspsinformeddelivery.gov,"United States Postal Service",500,false,-1,-1,false,false,false
usps.gov,"United States Postal Service",500,false,-1,-1,true,true,false
ustda.gov,"United States Trade and Development Agency",500,false,-1,-1,false,true,false
uspsoig.gov,"United States Postal Service",500,false,-1,-1,true,false,false
postoffice.gov,"United States Postal Service",500,false,-1,-1,false,false,false
myusps.gov,"United States Postal Service",500,false,-1,-1,false,false,false
mail.gov,"United States Postal Service",500,false,-1,-1,false,false,false
changeofaddress.gov,"United States Postal Service",500,false,-1,-1,false,false,false
usitcoig.gov,"United States International Trade Commission",500,false,-1,-1,false,false,false
usitc.gov,"United States International Trade Commission",301,true,31536000,1729066702445,false,true,false
uspis.gov,"United States Postal Service",301,false,-1,-1,false,false,false
usidfc.gov,"United States International Development Finance Corporation",301,false,-1,-1,false,true,false
usdfc.gov,"United States International Development Finance Corporation",301,false,-1,-1,false,true,false
opic.gov,"United States International Development Finance Corporation",500,false,-1,-1,false,false,false
idfc.gov,"United States International Development Finance Corporation",500,false,-1,-1,false,false,false
purchasing.gov,"United States Postal Service",500,false,-1,-1,false,false,false
ich.gov,"United States Interagency Council on Homelessness",500,false,-1,-1,false,false,false
dfc.gov,"United States International Development Finance Corporation",301,false,-1,-1,false,true,false
usip.gov,"United States Institute of Peace",200,false,-1,-1,false,false,false
usich.gov,"United States Interagency Council on Homelessness",200,true,31536000,1729066702445,true,false,false
