domain,agency,status,redirect,valid,sitemap,allowed
whaging.gov,"Department of Health and Human Services",500,"null",false,"null",false
hudhomestore.gov,"Department of Housing and Urban Development",500,"https://www.hudhomestore.gov/robots.txt",false,"null",false
hudoig.gov,"Department of Housing and Urban Development",200,"https://hudoig.gov/robots.txt",true,"null",true
huduser.gov,"Department of Housing and Urban Development",200,"https://www.huduser.gov/robots.txt",true,"null",true
cpnireporting.gov,"Department of Homeland Security",500,"null",false,"null",false
nationalhousing.gov,"Department of Housing and Urban Development",200,"https://www.hud.gov/",false,"null",false
nationalhousinglocator.gov,"Department of Housing and Urban Development",200,"https://www.hud.gov/",false,"null",false
nls.gov,"Department of Housing and Urban Development",200,"https://www.hud.gov/",false,"null",false
nhl.gov,"Department of Housing and Urban Development",200,"https://www.hud.gov/",false,"null",false
ada.gov,"Department of Justice",200,"https://www.ada.gov/robots.txt",true,"https://www.ada.gov/sitemap.xml",true
opportunityzones.gov,"Department of Housing and Urban Development",200,"https://opportunityzones.hud.gov/robots.txt",true,"null",true
atfonline.gov,"Department of Justice",500,"null",false,"null",false
amberalert.gov,"Department of Justice",404,"https://amberalert.ojp.gov/redirect-legacy/robots.txt",false,"null",false
bja.gov,"Department of Justice",500,"null",false,"null",false
bats.gov,"Department of Justice",404,"https://live.bats.gov/robots.txt",false,"null",false
bop.gov,"Department of Justice",500,"null",false,"null",false
biometriccoe.gov,"Department of Justice",200,"https://fbibiospecs.fbi.gov/",false,"null",false
cjis.gov,"Department of Justice",500,"null",false,"null",false
bjs.gov,"Department of Justice",200,"https://bjs.ojp.gov/",false,"null",false
campusdrugprevention.gov,"Department of Justice",200,"https://www.campusdrugprevention.gov/robots.txt",true,"null",true
crimevictims.gov,"Department of Justice",404,"https://ovc.ojp.gov/redirect-legacy/crimevictims/robots.txt",false,"null",false
crimesolutions.gov,"Department of Justice",404,"https://crimesolutions.ojp.gov/redirect-legacy/robots.txt",false,"null",false
dea.gov,"Department of Justice",200,"https://www.dea.gov/robots.txt",true,"null",true
deaecom.gov,"Department of Justice",404,"https://deaecom.gov/robots.txt",false,"null",false
doj.gov,"Department of Justice",500,"null",false,"null",false
dsac.gov,"Department of Justice",200,"https://www.dsac.gov/",false,"null",false
cybercrime.gov,"Department of Justice",200,"https://www.justice.gov/criminal/criminal-ccips",false,"null",false
fara.gov,"Department of Justice",500,"null",false,"null",false
nic.gov,"Department of Homeland Security",500,"null",false,"null",false
epic.gov,"Department of Justice",200,"https://www.dea.gov/what-we-do/law-enforcement/epic",false,"null",false
elderjustice.gov,"Department of Justice",404,"https://www.justice.gov/elderjustice/robots.txt",false,"null",false
fbi.gov,"Department of Justice",200,"https://www.fbi.gov/robots.txt",true,"https://www.fbi.gov/sitemap.xml.gz",true
fbilab.gov,"Department of Justice",500,"null",false,"null",false
fbijobs.gov,"Department of Justice",403,"https://fbijobs.gov/robots.txt",false,"null",false
firstfreedom.gov,"Department of Justice",404,"https://www.justice.gov/crt/combating-religious-discrimination-and-protecting-religious-freedom-12robots.txt",false,"null",false
fpi.gov,"Department of Justice",500,"null",false,"null",false
foia.gov,"Department of Justice",200,"https://www.foia.gov/robots.txt",true,"null",true
getsmartaboutdrugs.gov,"Department of Justice",200,"https://www.getsmartaboutdrugs.gov/robots.txt",true,"null",true
ic3.gov,"Department of Justice",200,"https://www.ic3.gov/",false,"null",false
fbihr.gov,"Department of Justice",500,"null",false,"null",false
jcode.gov,"Department of Justice",500,"null",false,"null",false
iprcenter.gov,"Department of Justice",200,"https://www.iprcenter.gov/robots.txt",true,"https://www.iprcenter.gov/sitemap.xml.gz",true
interpol.gov,"Department of Justice",404,"https://www.justice.gov/interpol-washington/robots.txt",false,"null",false
justthinktwice.gov,"Department of Justice",200,"https://www.justthinktwice.gov/robots.txt",true,"null",true
justice.gov,"Department of Justice",200,"https://www.justice.gov/robots.txt",true,"https://www.justice.gov/sitemap.xml",true
learnatf.gov,"Department of Justice",404,"https://learnatf.gov/robots.txt",false,"null",false
leo.gov,"Department of Justice",500,"null",false,"null",false
learndoj.gov,"Department of Justice",200,"https://www.justice.gov/jmd/learndoj",false,"null",false
juvenilecouncil.gov,"Department of Justice",404,"https://juvenilecouncil.ojp.gov/redirect-legacy/robots.txt",false,"null",false
lep.gov,"Department of Justice",200,"https://www.lep.gov/robots.txt",true,"https://www.lep.gov/sitemap.xml",true
medalofvalor.gov,"Department of Justice",404,"https://www.medalofvalor.gov/robots.txt",false,"null",false
namus.gov,"Department of Justice",200,"https://www.namus.gov/robots.txt",true,"null",false
nationalgangcenter.gov,"Department of Justice",200,"https://nationalgangcenter.ojp.gov/",false,"null",false
ncirc.gov,"Department of Justice",200,"https://ncirc.bja.ojp.gov/",false,"null",false
ncjrs.gov,"Department of Justice",404,"https://www.ncjrs.gov/robots.txt",false,"null",false
nicic.gov,"Department of Justice",200,"https://nicic.gov/robots.txt",true,"null",true
nicsezcheckfbi.gov,"Department of Justice",404,"https://nicsezcheckfbi.gov/robots.txt",false,"null",false
nij.gov,"Department of Justice",404,"https://nij.ojp.gov/redirect-legacy/robots.txt",false,"null",false
nsopr.gov,"Department of Justice",500,"null",false,"null",false
nmvtis.gov,"Department of Justice",404,"https://vehiclehistory.bja.ojp.gov/redirect-legacy/robots.txt",false,"null",false
nsopw.gov,"Department of Justice",200,"https://www.nsopw.gov/robots.txt",true,"https://www.nsopw.gov/sitemap.xml",true
nvtc.gov,"Department of Justice",200,"https://www.fbi.gov/about/leadership-and-structure/intelligence/national-virtual-translation-center",false,"null",false
ojp.gov,"Department of Justice",200,"https://ojp.gov/robots.txt",true,"https://www.ojp.gov/sitemap.xml",true
ojjdp.gov,"Department of Justice",404,"https://ojjdp.ojp.gov/redirect-legacy/robots.txt",false,"null",false
atf.gov,"Department of Justice",500,"null",false,"null",false
ovcttac.gov,"Department of Justice",200,"https://www.ovcttac.gov/robots.txt",true,"https://www.ovcttac.gov/views/sitemap.xml",true
projectsafechildhood.gov,"Department of Justice",404,"https://www.justice.gov/psc/robots.txt",false,"null",false
ovc.gov,"Department of Justice",404,"https://ovc.ojp.gov/redirect-legacy/robots.txt",false,"null",false
projectsafeneighborhoods.gov,"Department of Justice",200,"https://www.justice.gov/psn",false,"null",false
reentry.gov,"Department of Justice",500,"null",false,"null",false
rcfl.gov,"Department of Justice",200,"https://www.rcfl.gov/",false,"null",false
seized.gov,"Department of Justice",500,"null",false,"null",false
scra.gov,"Department of Justice",404,"https://www.justice.gov/servicemembersrobots.txt",false,"null",false
servicemembers.gov,"Department of Justice",404,"https://www.justice.gov/servicemembersrobots.txt",false,"null",false
malwareinvestigator.gov,"Department of Justice",500,"null",false,"null",false
psob.gov,"Department of Justice",404,"https://psob.bja.ojp.gov/robots.txt",false,"null",false
ucrdatatool.gov,"Department of Justice",500,"null",false,"null",false
tribaljusticeandsafety.gov,"Department of Justice",404,"https://www.justice.gov/tribal/robots.txt",false,"null",false
smart.gov,"Department of Justice",404,"https://smart.ojp.gov/redirect-legacy/robots.txt",false,"null",false
unicor.gov,"Department of Justice",200,"https://unicor.gov/robots.txt",true,"null",true
usmarshals.gov,"Department of Justice",500,"null",false,"null",false
userra.gov,"Department of Justice",404,"https://www.justice.gov/servicemembersrobots.txt",false,"null",false
vcf.gov,"Department of Justice",200,"https://www.vcf.gov/robots.txt",true,"https://www.vcf.gov/sitemap.xml",true
vehiclehistory.gov,"Department of Justice",404,"https://vehiclehistory.bja.ojp.gov/redirect-legacy/robots.txt",false,"null",false
forfeiture.gov,"Department of Justice",500,"null",false,"null",false
tsc.gov,"Department of Justice",200,"https://www.fbi.gov/investigate/terrorism/tsc",false,"null",false
apprenticeship.gov,"Department of Labor",200,"https://www.apprenticeship.gov/robots.txt",true,"null",true
apprenticeships.gov,"Department of Labor",200,"https://www.apprenticeship.gov/robots.txt",true,"null",true
benefits.gov,"Department of Labor",200,"https://www.benefits.gov/robots.txt",true,"null",true
dol-esa.gov,"Department of Labor",500,"null",false,"null",false
bls.gov,"Department of Labor",500,"null",false,"null",false
employer.gov,"Department of Labor",500,"null",false,"null",false
goodjobs.gov,"Department of Labor",200,"https://www.dol.gov/general/good-jobs",false,"null",false
dol.gov,"Department of Labor",200,"https://www.dol.gov/robots.txt",true,"null",true
govloans.gov,"Department of Labor",200,"https://www.govloans.gov/robots.txt",true,"https://www.govloans.gov/sitemap.xml",true
hirevets.gov,"Department of Labor",200,"https://www.hirevets.gov/robots.txt",true,"null",true
labor.gov,"Department of Labor",500,"null",false,"null",false
migrantworker.gov,"Department of Labor",200,"https://www.dol.gov/general/migrantworker",false,"null",false
mshastanddown.gov,"Department of Labor",200,"https://www.msha.gov/stand-down-save-lives",false,"null",false
osha.gov,"Department of Labor",200,"https://www.osha.gov/robots.txt",true,"https://www.osha.gov/sites/default/files/sitemap-index.xml",true
usdoj.gov,"Department of Justice",500,"null",false,"null",false
trabajadormigrante.gov,"Department of Labor",200,"https://www.dol.gov/general/trabajadormigrante",false,"null",false
doleta.gov,"Department of Labor",500,"null",false,"null",false
trainingproviderresults.gov,"Department of Labor",404,"https://www.trainingproviderresults.gov/robots.txt",false,"null",false
ui.gov,"Department of Labor",200,"https://www.dol.gov/robots.txt",true,"null",true
unemployment.gov,"Department of Labor",200,"https://www.dol.gov/robots.txt",true,"null",true
jobcorps.gov,"Department of Labor",500,"null",false,"null",false
msha.gov,"Department of Labor",500,"null",false,"null",false
workcenter.gov,"Department of Labor",200,"https://www.workcenter.gov/robots.txt",true,"https://www.workcenter.gov/sitemap_index.xml",true
worker.gov,"Department of Labor",200,"https://www.worker.gov/robots.txt",true,"https://www.worker.gov/sitemap_index.xml",true
persuader-reports.gov,"Department of Labor",500,"null",false,"null",false
wrp.gov,"Department of Labor",200,"https://www.wrp.gov/wrp",false,"null",false
youthrules.gov,"Department of Labor",200,"https://www.dol.gov/agencies/whd/youthrules",false,"null",false
devtestfan1.gov,"Department of State",500,"null",false,"null",false
fan.gov,"Department of State",404,"https://fan.gov/robots.txt",false,"null",false
fsgb.gov,"Department of State",500,"null",false,"null",false
unionreports.gov,"Department of Labor",500,"null",false,"null",false
veterans.gov,"Department of Labor",500,"null",false,"null",false
whistleblowers.gov,"Department of Labor",500,"null",false,"null",false
osac.gov,"Department of State",500,"null",false,"null",false
preprodfan.gov,"Department of State",500,"null",false,"null",false
securitytestfan.gov,"Department of State",500,"null",false,"null",false
america.gov,"Department of State",500,"null",false,"null",false
stateoig.gov,"Department of State",403,"https://www.stateoig.gov/robots.txt",false,"null",false
supportfan.gov,"Department of State",500,"null",false,"null",false
iawg.gov,"Department of State",500,"null",false,"null",false
ibwc.gov,"Department of State",500,"null",false,"null",false
usdoscloud.gov,"Department of State",500,"null",false,"null",false
pepfar.gov,"Department of State",500,"null",false,"null",false
state.gov,"Department of State",500,"null",false,"null",false
911.gov,"Department of Transportation",500,"null",false,"null",false
bts.gov,"Department of Transportation",500,"null",false,"null",false
distracteddriving.gov,"Department of Transportation",200,"https://www.nhtsa.gov/risky-driving/distracted-driving",false,"null",false
distraction.gov,"Department of Transportation",500,"null",false,"null",false
usaseanconnect.gov,"Department of State",500,"null",false,"null",false
dot.gov,"Department of Transportation",200,"https://www.transportation.gov/",false,"null",false
usconsulate.gov,"Department of State",500,"null",false,"null",false
ems.gov,"Department of Transportation",500,"null",false,"null",false
faa.gov,"Department of Transportation",500,"null",false,"null",false
usmission.gov,"Department of State",200,"https://www.state.gov/robots.txt",false,"null",false
flightrights.gov,"Department of Transportation",200,"https://www.transportation.gov/airconsumer/airline-customer-service-dashboard",false,"null",false
usembassy.gov,"Department of State",200,"https://www.usembassy.gov/robots.txt",false,"null",false
jccbi.gov,"Department of Transportation",500,"null",false,"null",false
nhtsa.gov,"Department of Transportation",200,"https://www.nhtsa.gov/robots.txt",true,"https://www.nhtsa.gov/sitemap.xml",true
protectyourmove.gov,"Department of Transportation",500,"null",false,"null",false
flyhealthy.gov,"Department of Transportation",200,"https://www.flyhealthy.gov/flyhealthy",false,"null",false
safecar.gov,"Department of Transportation",500,"null",false,"null",false
safeocs.gov,"Department of Transportation",404,"https://safeocs.gov/robots.txt",false,"null",false
dotideahub.gov,"Department of Transportation",500,"null",false,"null",false
safercar.gov,"Department of Transportation",500,"null",false,"null",false
safertruck.gov,"Department of Transportation",500,"null",false,"null",false
trafficsafetymarketing.gov,"Department of Transportation",200,"https://www.trafficsafetymarketing.gov/robots.txt",true,"https://www.trafficsafetymarketing.gov/sitemap.xml",true
transportation.gov,"Department of Transportation",200,"https://www.transportation.gov/",false,"null",false
ehr.gov,"Department of Veterans Affairs",500,"null",false,"null",false
reach.gov,"Department of Veterans Affairs",200,"https://www.va.gov/REACH/default.asp",false,"null",false
va.gov,"Department of Veterans Affairs",200,"https://www.va.gov/robots.txt",true,"https://www.va.gov/sitemap.xml",true
vaoig.gov,"Department of Veterans Affairs",200,"https://www.vaoig.gov/robots.txt",true,"null",true
vets.gov,"Department of Veterans Affairs",200,"https://www.va.gov/robots.txt",true,"https://www.va.gov/sitemap.xml",true
acwi.gov,"Department of the Interior",200,"https://www.usgs.gov/mission-areas/water-resources/advisory-committee-water-information",false,"null",false
bia.gov,"Department of the Interior",200,"https://www.bia.gov/robots.txt",true,"null",true
blm.gov,"Department of the Interior",500,"null",false,"null",false
esc.gov,"Department of Transportation",500,"null",false,"null",false
boemre.gov,"Department of the Interior",500,"null",false,"null",false
bor.gov,"Department of the Interior",500,"null",false,"null",false
boem.gov,"Department of the Interior",200,"https://www.boem.gov/robots.txt",true,"null",true
faasafety.gov,"Department of Transportation",500,"null",false,"null",false
bsee.gov,"Department of the Interior",200,"https://www.bsee.gov/robots.txt",true,"https://www.bsee.gov/sitemap.xml",true
coralreef.gov,"Department of the Interior",200,"https://coralreef.gov/robots.txt",true,"null",true
criticalminerals.gov,"Department of the Interior",200,"https://www.criticalminerals.gov/",false,"null",false
cupcao.gov,"Department of the Interior",500,"null",false,"null",false
doi.gov,"Department of the Interior",200,"https://www.doi.gov/robots.txt",true,"https://www.doi.gov/sitemap.xml",true
doioig.gov,"Department of the Interior",200,"https://www.doioig.gov/robots.txt",true,"null",true
earthquake.gov,"Department of the Interior",200,"https://www.usgs.gov/programs/earthquake-hazards",false,"null",false
evergladesrestoration.gov,"Department of the Interior",200,"https://evergladesrestoration.gov/robots.txt",true,"https://www.evergladesrestoration.gov/sitemap.xml",true
sharetheroadsafely.gov,"Department of Transportation",500,"null",false,"null",false
fcg.gov,"Department of the Interior",500,"null",false,"null",false
fgdc.gov,"Department of the Interior",200,"https://fgdc.gov/robots.txt",true,"null",true
ficor.gov,"Department of the Interior",403,"http://ficor.gov/robots.txt",false,"null",false
btfa.gov,"Department of the Interior",522,"http://btfa.gov/robots.txt",false,"null",false
conservation.gov,"Department of the Interior",522,"http://conservation.gov/robots.txt",false,"null",false
fireleadership.gov,"Department of the Interior",500,"null",false,"null",false
firenet.gov,"Department of the Interior",500,"null",false,"null",false
fws.gov,"Department of the Interior",200,"https://fws.gov/robots.txt",true,"null",true
gcmrc.gov,"Department of the Interior",404,"https://www.usgs.gov/centers/sbsc/gcmrchttps:/www.usgs.gov/centers/sbsc/gcmrc",false,"null",false
anstaskforce.gov,"Department of the Interior",500,"null",false,"null",false
iat.gov,"Department of the Interior",500,"null",false,"null",false
geoplatform.gov,"Department of the Interior",200,"https://geoplatform.gov/robots.txt",true,"null",true
indianaffairs.gov,"Department of the Interior",200,"https://www.bia.gov/robots.txt",true,"null",true
everykidoutdoors.gov,"Department of the Interior",500,"null",false,"null",false
jem.gov,"Department of the Interior",404,"https://jem.gov/robots.txt",false,"null",false
lacoast.gov,"Department of the Interior",200,"https://lacoast.gov/robots.txt",true,"null",true
landfire.gov,"Department of the Interior",200,"https://landfire.gov/robots.txt",true,"null",true
interior.gov,"Department of the Interior",522,"http://interior.gov/robots.txt",false,"null",false
lca.gov,"Department of the Interior",500,"null",false,"null",false
invasivespecies.gov,"Department of the Interior",522,"http://invasivespecies.gov/robots.txt",false,"null",false
firecode.gov,"Department of the Interior",500,"null",false,"null",false
lmvsci.gov,"Department of the Interior",500,"null",false,"null",false
mms.gov,"Department of the Interior",500,"null",false,"null",false
firescience.gov,"Department of the Interior",500,"null",false,"null",false
mtbs.gov,"Department of the Interior",200,"https://mtbs.gov/robots.txt",true,"null",true
lcrmscp.gov,"Department of the Interior",500,"null",false,"null",false
nbc.gov,"Department of the Interior",500,"null",false,"null",false
mrlc.gov,"Department of the Interior",200,"https://www.mrlc.gov/robots.txt",true,"null",true
nationalmap.gov,"Department of the Interior",301,"https://nationalmap.gov/robots.txt",false,"null",false
nemi.gov,"Department of the Interior",500,"null",false,"null",false
nfpors.gov,"Department of the Interior",200,"https://nfpors.gov/robots.txt",true,"null",false
nifc.gov,"Department of the Interior",500,"null",false,"null",false
onhir.gov,"Department of the Interior",403,"http://onhir.gov/robots.txt",false,"null",false
nps.gov,"Department of the Interior",200,"https://nps.gov/robots.txt",true,"null",true
osm.gov,"Department of the Interior",500,"null",false,"null",false
onrr.gov,"Department of the Interior",200,"https://onrr.gov/robots.txt",true,"https://onrr.gov/sitemap.xml",true
piedrasblancas.gov,"Department of the Interior",500,"null",false,"null",false
reportband.gov,"Department of the Interior",200,"https://www.pwrc.usgs.gov/BBL/bblretrv/index.cfm",false,"null",false
safecom.gov,"Department of the Interior",200,"https://safecom.gov/robots.txt",false,"null",false
salmonrecovery.gov,"Department of the Interior",404,"http://www.salmonrecovery.gov/robots.txt",false,"null",false
sciencebase.gov,"Department of the Interior",200,"https://www.sciencebase.gov/robots.txt",true,"https://www.sciencebase.gov/sitemaps/sitemap_index.xml",true
sierrawild.gov,"Department of the Interior",404,"https://www.sierrawild.gov/robots.txt",false,"null",false
usbr.gov,"Department of the Interior",500,"null",false,"null",false
usgs.gov,"Department of the Interior",200,"https://www.usgs.gov/robots.txt",true,"null",true
utahfireinfo.gov,"Department of the Interior",500,"https://utahfireinfo.gov/robots.txt",false,"null",false
volcano.gov,"Department of the Interior",200,"https://www.usgs.gov/natural-hazards/volcano-hazards/",false,"null",false
landimaging.gov,"Department of the Interior",500,"null",false,"null",false
watermonitor.gov,"Department of the Interior",404,"https://watermonitor.gov/robots.txt",false,"null",false
wlci.gov,"Department of the Interior",404,"https://wlci.gov/robots.txt",false,"null",false
ama.gov,"Department of the Treasury",500,"null",false,"null",false
mitigationcommission.gov,"Department of the Interior",500,"null",false,"null",false
americathebeautifulquarters.gov,"Department of the Treasury",200,"https://www.usmint.gov/robots.txt",true,"https://www.usmint.gov/sitemap_index.xml",true
asap.gov,"Department of the Treasury",404,"https://asap.gov/robots.txt",false,"null",false
ayudaconmibanco.gov,"Department of the Treasury",200,"https://ayudaconmibanco.gov/robots.txt",true,"https://helpwithmybank.gov/sitemap.xml",true
bankanswers.gov,"Department of the Treasury",200,"https://bankanswers.gov/robots.txt",true,"https://helpwithmybank.gov/sitemap.xml",true
bankcustomer.gov,"Department of the Treasury",200,"https://bankcustomer.gov/robots.txt",true,"https://helpwithmybank.gov/sitemap.xml",true
bankcustomerassistance.gov,"Department of the Treasury",200,"https://bankcustomerassistance.gov/robots.txt",true,"https://helpwithmybank.gov/sitemap.xml",true
osmre.gov,"Department of the Interior",500,"null",false,"null",false
bankhelp.gov,"Department of the Treasury",200,"https://bankhelp.gov/robots.txt",true,"https://helpwithmybank.gov/sitemap.xml",true
rivers.gov,"Department of the Interior",500,"null",false,"null",false
bondpro.gov,"Department of the Treasury",404,"https://bondpro.gov/robots.txt",false,"null",false
ccac.gov,"Department of the Treasury",200,"https://www.ccac.gov/robots.txt",true,"null",true
cdfifund.gov,"Department of the Treasury",200,"https://www.cdfifund.gov/robots.txt",true,"null",true
volunteer.gov,"Department of the Interior",522,"http://volunteer.gov/robots.txt",false,"null",false
comptrollerofthecurrency.gov,"Department of the Treasury",200,"https://comptrollerofthecurrency.gov/robots.txt",true,"https://www.occ.gov/sitemap.xml",true
directoasucuenta.gov,"Department of the Treasury",200,"https://godirect.gov/maintenance/redirect.html",false,"null",false
eaglecash.gov,"Department of the Treasury",200,"https://fiscal.treasury.gov/eaglecash/",false,"null",false
eftps.gov,"Department of the Treasury",404,"https://www.eftps.gov/robots.txt",false,"null",false
eta-find.gov,"Department of the Treasury",400,"http://eta-find.gov/robots.txt",false,"null",false
ethicsburg.gov,"Department of the Treasury",500,"null",false,"null",false
banknet.gov,"Department of the Treasury",500,"null",false,"null",false
bep.gov,"Department of the Treasury",500,"null",false,"null",false
federalspending.gov,"Department of the Treasury",500,"null",false,"null",false
bfem.gov,"Department of the Treasury",500,"null",false,"null",false
federalinvestments.gov,"Department of the Treasury",404,"https://federalinvestments.gov/robots.txt",false,"null",false
ffb.gov,"Department of the Treasury",200,"https://www.ffb.gov/robots.txt",false,"null",false
fedinvest.gov,"Department of the Treasury",200,"https://treasurydirect.gov/government/federal-investments-program/",false,"null",false
financialresearch.gov,"Department of the Treasury",200,"https://www.financialresearch.gov/robots.txt",true,"null",true
financialstability.gov,"Department of the Treasury",200,"https://home.treasury.gov/",false,"null",false
fsoc.gov,"Department of the Treasury",200,"https://home.treasury.gov/policy-issues/financial-markets-financial-institutions-and-fiscal-service/fsoc",false,"null",false
godirect.gov,"Department of the Treasury",200,"https://www.godirect.gov/maintenance/redirect.html",false,"null",false
complaintreferralexpress.gov,"Department of the Treasury",500,"null",false,"null",false
helpwithmycreditcard.gov,"Department of the Treasury",200,"https://helpwithmycreditcard.gov/robots.txt",true,"https://helpwithmybank.gov/sitemap.xml",true
helpwithmycheckingaccount.gov,"Department of the Treasury",200,"https://helpwithmycheckingaccount.gov/robots.txt",true,"https://helpwithmybank.gov/sitemap.xml",true
helpwithmymortgage.gov,"Department of the Treasury",200,"https://helpwithmymortgage.gov/robots.txt",true,"https://helpwithmybank.gov/sitemap.xml",true
helpwithmycreditcardbank.gov,"Department of the Treasury",200,"https://helpwithmycreditcardbank.gov/robots.txt",true,"https://helpwithmybank.gov/sitemap.xml",true
ipac.gov,"Department of the Treasury",500,"null",false,"null",false
helpwithmymortgagebank.gov,"Department of the Treasury",200,"https://helpwithmymortgagebank.gov/robots.txt",true,"https://helpwithmybank.gov/sitemap.xml",true
ipp.gov,"Department of the Treasury",200,"https://www.ipp.gov/robots.txt",false,"null",false
eyenote.gov,"Department of the Treasury",500,"null",false,"null",false
irsnet.gov,"Department of the Treasury",500,"null",false,"null",false
fincen.gov,"Department of the Treasury",500,"null",false,"null",false
irsvideos.gov,"Department of the Treasury",500,"null",false,"null",false
its.gov,"Department of the Treasury",404,"https://its.gov/robots.txt",false,"null",false
helpwithmybank.gov,"Department of the Treasury",500,"null",false,"null",false
makinghomeaffordable.gov,"Department of the Treasury",200,"https://home.treasury.gov/data/troubled-assets-relief-program/housing",false,"null",false
mha.gov,"Department of the Treasury",200,"https://home.treasury.gov/data/troubled-assets-relief-program/housing",false,"null",false
moneyfactorystore.gov,"Department of the Treasury",403,"https://catalog.usmint.gov/bureau-of-engraving.html",false,"null",false
msb.gov,"Department of the Treasury",500,"null",false,"null",false
irs.gov,"Department of the Treasury",500,"null",false,"null",false
irsauctions.gov,"Department of the Treasury",500,"null",false,"null",false
myra.gov,"Department of the Treasury",500,"null",false,"null",false
mymoney.gov,"Department of the Treasury",200,"https://www.mymoney.gov/robots.txt",true,"null",true
nationalbank.gov,"Department of the Treasury",404,"https://nationalbank.gov/robots.txt",false,"null",false
nationalbankhelp.gov,"Department of the Treasury",200,"https://nationalbankhelp.gov/robots.txt",true,"https://helpwithmybank.gov/sitemap.xml",true
nationalbanknet.gov,"Department of the Treasury",404,"https://nationalbanknet.gov/robots.txt",false,"null",false
irssales.gov,"Department of the Treasury",500,"null",false,"null",false
navycash.gov,"Department of the Treasury",200,"https://fiscal.treasury.gov/navy-cash/",false,"null",false
occhelps.gov,"Department of the Treasury",200,"https://occhelps.gov/robots.txt",true,"https://helpwithmybank.gov/sitemap.xml",true
occnet.gov,"Department of the Treasury",500,"null",false,"null",false
ots.gov,"Department of the Treasury",500,"null",false,"null",false
patriotbonds.gov,"Department of the Treasury",500,"null",false,"null",false
pay.gov,"Department of the Treasury",200,"https://www.pay.gov/robots.txt",true,"null",true
moneyfactory.gov,"Department of the Treasury",500,"null",false,"null",false
savingsbond.gov,"Department of the Treasury",404,"https://savingsbond.gov/robots.txt",false,"null",false
savingsbonds.gov,"Department of the Treasury",404,"https://savingsbonds.gov/robots.txt",false,"null",false
myira.gov,"Department of the Treasury",500,"null",false,"null",false
savingsbondwizard.gov,"Department of the Treasury",404,"https://savingsbondwizard.gov/robots.txt",false,"null",false
mytreasury.gov,"Department of the Treasury",500,"null",false,"null",false
sigpr.gov,"Department of the Treasury",200,"https://www.sigpr.gov/robots.txt",true,"null",true
sigtarp.gov,"Department of the Treasury",200,"https://www.sigtarp.gov/robots.txt",true,"null",true
slgs.gov,"Department of the Treasury",404,"https://slgs.gov/robots.txt",false,"null",false
taaps.gov,"Department of the Treasury",404,"https://taaps.gov/robots.txt",false,"null",false
tax.gov,"Department of the Treasury",500,"null",false,"null",false
tigta.gov,"Department of the Treasury",404,"https://www.tigta.gov/robots.txt",false,"null",false
tigtanet.gov,"Department of the Treasury",500,"null",false,"null",false
transparency.gov,"Department of the Treasury",500,"null",false,"null",false
treaslockbox.gov,"Department of the Treasury",404,"https://treaslockbox.gov/robots.txt",false,"null",false
occ.gov,"Department of the Treasury",500,"null",false,"null",false
treasuryauction.gov,"Department of the Treasury",500,"null",false,"null",false
treas.gov,"Department of the Treasury",200,"https://home.treasury.gov/",false,"null",false
treasury.gov,"Department of the Treasury",200,"https://home.treasury.gov/",false,"null",false
treasurydirect.gov,"Department of the Treasury",404,"https://treasurydirect.gov/robots.txt",false,"null",false
treasuryauctions.gov,"Department of the Treasury",404,"https://treasuryauctions.gov/robots.txt",false,"null",false
treasuryscams.gov,"Department of the Treasury",404,"https://treasuryscams.gov/robots.txt",false,"null",false
treasuryhunt.gov,"Department of the Treasury",404,"https://treasuryhunt.gov/robots.txt",false,"null",false
ttb.gov,"Department of the Treasury",400,"http://ttb.gov/robots.txt",false,"null",false
ttlplus.gov,"Department of the Treasury",500,"null",false,"null",false
qatesttwai.gov,"Department of the Treasury",500,"null",false,"null",false
usaspending.gov,"Department of the Treasury",200,"https://www.usaspending.gov/robots.txt",true,"https://www.usaspending.gov/sitemap.xml",true
usdebitcard.gov,"Department of the Treasury",404,"https://usdebitcard.gov/robots.txt",false,"null",false
usmint.gov,"Department of the Treasury",200,"https://www.usmint.gov/robots.txt",true,"https://www.usmint.gov/sitemap_index.xml",true
ustreas.gov,"Department of the Treasury",200,"https://home.treasury.gov/",false,"null",false
wizard.gov,"Department of the Treasury",404,"https://wizard.gov/robots.txt",false,"null",false
workplace.gov,"Department of the Treasury",500,"null",false,"null",false
ce-ncsc.gov,"Director of National Intelligence",500,"null",false,"null",false
dni.gov,"Director of National Intelligence",200,"https://www.dni.gov/robots.txt",true,"null",true
tcis.gov,"Department of the Treasury",500,"null",false,"null",false
famep.gov,"Director of National Intelligence",500,"null",false,"null",false
iarpa.gov,"Director of National Intelligence",200,"https://www.iarpa.gov/robots.txt",true,"null",true
iarpa-ideas.gov,"Director of National Intelligence",200,"https://iarpa-ideas.gov/client/signin.aspx",false,"null",false
icjointduty.gov,"Director of National Intelligence",200,"https://www.dni.gov/index.php/careers/joint-duty",false,"null",false
intelink.gov,"Director of National Intelligence",500,"null",false,"null",false
intel.gov,"Director of National Intelligence",404,"https://www.intel.gov/robots.txt",false,"null",false
intelligence.gov,"Director of National Intelligence",404,"https://www.intelligence.gov/robots.txt",false,"null",false
ise.gov,"Director of National Intelligence",200,"https://www.dni.gov/index.php/",false,"null",false
treasuryecm.gov,"Department of the Treasury",500,"null",false,"null",false
