domain,agency,status,redirect,valid,sitemap,allowed
ptt.gov,"General Services Administration",500,"null",false,"null",false
realpropertyprofile.gov,"General Services Administration",404,"https://realpropertyprofile.gov/robots.txt",false,"null",false
reginfo.gov,"General Services Administration",200,"https://www.reginfo.gov/public/",false,"null",false
regulations.gov,"General Services Administration",200,"https://www.regulations.gov/",false,"null",false
reporting.gov,"General Services Administration",404,"https://reporting.gov/robots.txt",false,"null",false
rocis.gov,"General Services Administration",500,"null",false,"null",false
rpa.gov,"General Services Administration",500,"null",false,"null",false
fedinfo.gov,"General Services Administration",500,"null",false,"null",false
saferfederalworkforce.gov,"General Services Administration",404,"https://saferfederalworkforce.gov/robots.txt",false,"null",false
sam.gov,"General Services Administration",200,"https://sam.gov/robots.txt",true,"null",true
sbst.gov,"General Services Administration",404,"https://sbst.gov/robots.txt",false,"null",false
search.gov,"General Services Administration",200,"https://search.gov/robots.txt",true,"https://search.gov/sitemap.xml",true
section508.gov,"General Services Administration",200,"https://www.section508.gov/robots.txt",true,"https://www.section508.gov/sitemap.xml",true
sftool.gov,"General Services Administration",200,"https://sftool.gov/",false,"null",false
fpds.gov,"General Services Administration",500,"null",false,"null",false
statspolicy.gov,"General Services Administration",200,"https://www.statspolicy.gov/robots.txt",true,"https://www.statspolicy.gov/sitemap.xml",true
us.gov,"General Services Administration",200,"https://www.usa.gov/",false,"null",false
thenamingcommission.gov,"General Services Administration",500,"null",false,"null",false
usa.gov,"General Services Administration",200,"https://www.usa.gov/robots.txt",true,"https://www.usa.gov/sitemap.xml",true
usability.gov,"General Services Administration",200,"https://digital.gov/topics/usability/",false,"null",false
usagov.gov,"General Services Administration",200,"https://www.usa.gov/",false,"null",false
vote.gov,"General Services Administration",200,"https://vote.gov/robots.txt",true,"https://vote.gov/sitemap.xml",true
restorethegulf.gov,"Gulf Coast Ecosystem Restoration Council",200,"https://restorethegulf.gov/robots.txt",true,"null",true
ussm.gov,"General Services Administration",200,"https://ussm.gsa.gov/robots.txt",true,"https://ussm.gsa.gov/sitemap.xml",true
truman.gov,"Harry S. Truman Scholarship Foundation",200,"https://www.truman.gov/robots.txt",true,"null",true
imls.gov,"Institute of Museum and Library Services",200,"https://imls.gov/robots.txt",true,"null",true
iaf.gov,"Inter-American Foundation",403,"http://iaf.gov/robots.txt",false,"null",false
pcah.gov,"Institute of Museum and Library Services",200,"https://www.pcah.gov/robots.txt",true,"null",true
jusfc.gov,"Japan-US Friendship Commission",200,"http://jusfc.gov/robots.txt",true,"null",true
jamesmadison.gov,"James Madison Memorial Fellowship Foundation",200,"https://www.jamesmadison.gov/robots.txt",true,"null",true
kennedy-center.gov,"John F. Kennedy Center for Performing Arts",500,"null",false,"null",false
lsc.gov,"Legal Services Corporation",200,"https://lsc.gov/robots.txt",true,"null",true
mspb.gov,"Merit Systems Protection Board",200,"https://www.mspb.gov/robots.txt",true,"https://www.mspb.gov/sitemapindex.xml",true
mmc.gov,"Marine Mammal Commission",200,"https://www.mmc.gov/robots.txt",true,"https://www.mmc.gov/sitemap.xml",true
mcc.gov,"Millennium Challenge Corporation",404,"https://www.mcc.gov/robots.txt",false,"null",false
ecr.gov,"Morris K. Udall and Stewart L. Udall Foundation",200,"https://www.udall.gov/robots.txt",false,"null",false
udall.gov,"Morris K. Udall and Stewart L. Udall Foundation",200,"https://udall.gov/robots.txt",false,"null",false
pic.gov,"General Services Administration",500,"null",false,"null",false
earth.gov,"National Aeronautics and Space Administration",200,"https://earth.gov/robots.txt",false,"null",false
globe.gov,"National Aeronautics and Space Administration",200,"https://www.globe.gov/robots.txt",true,"null",true
scijinks.gov,"National Aeronautics and Space Administration",500,"null",false,"null",false
nasa.gov,"National Aeronautics and Space Administration",200,"https://www.nasa.gov/robots.txt",true,"null",true
9-11commission.gov,"National Archives and Records Administration",200,"https://9-11commission.gov/robots.txt",true,"null",true
realestatesales.gov,"General Services Administration",500,"null",false,"null",false
911commission.gov,"National Archives and Records Administration",200,"https://911commission.gov/robots.txt",true,"null",true
archives.gov,"National Archives and Records Administration",200,"https://www.archives.gov/robots.txt",true,"https://www.archives.gov/sitemap.xml",true
bush41library.gov,"National Archives and Records Administration",200,"https://bush41library.archives.gov/",false,"null",false
clintonlibrary.gov,"National Archives and Records Administration",200,"https://www.clintonlibrary.gov/robots.txt",true,"null",true
usgeo.gov,"National Aeronautics and Space Administration",500,"null",false,"null",false
dd214.gov,"National Archives and Records Administration",200,"https://www.archives.gov/veterans",false,"null",false
emergency-federal-register.gov,"National Archives and Records Administration",404,"http://emergency-federal-register.gov/robots.txt",false,"null",false
eisenhowerlibrary.gov,"National Archives and Records Administration",200,"https://www.eisenhowerlibrary.gov/robots.txt",true,"https://www.eisenhowerlibrary.gov/sitemap.xml",true
fordlibrarymuseum.gov,"National Archives and Records Administration",200,"https://www.fordlibrarymuseum.gov/robots.txt",true,"https://fordlibrarymuseum.gov/sitemap.xml",true
fcic.gov,"National Archives and Records Administration",200,"https://cybercemetery.unt.edu/fcic/20110310172443/http:/fcic.gov/robots.txt",false,"null",false
frc.gov,"National Archives and Records Administration",200,"https://www.archives.gov/frc",false,"null",false
history.gov,"National Archives and Records Administration",200,"https://historyhub.history.gov/robots.txt",true,"null",true
georgewbushlibrary.gov,"National Archives and Records Administration",200,"https://www.georgewbushlibrary.gov/robots.txt",true,"null",true
jfklibrary.gov,"National Archives and Records Administration",200,"https://jfklibrary.archives.gov/",false,"null",false
lbjlibrary.gov,"National Archives and Records Administration",200,"https://lbjlibrary.archives.gov/",false,"null",false
nara.gov,"National Archives and Records Administration",200,"https://www.archives.gov/robots.txt",true,"https://www.archives.gov/sitemap.xml",true
jimmycarterlibrary.gov,"National Archives and Records Administration",200,"https://www.jimmycarterlibrary.gov/robots.txt",true,"null",false
nixonlibrary.gov,"National Archives and Records Administration",200,"https://www.nixonlibrary.gov/robots.txt",true,"https://www.nixonlibrary.gov/sitemap.xml",true
obamalibrary.gov,"National Archives and Records Administration",200,"https://www.obamalibrary.gov/robots.txt",true,"null",true
obamawhitehouse.gov,"National Archives and Records Administration",200,"https://obamawhitehouse.archives.gov/robots.txt",true,"https://obamawhitehouse.archives.gov/sitemap.xml",true
recordsmanagement.gov,"National Archives and Records Administration",200,"https://www.archives.gov/records-mgmt",false,"null",false
reaganlibrary.gov,"National Archives and Records Administration",200,"https://www.reaganlibrary.gov/robots.txt",true,"null",true
ourdocuments.gov,"National Archives and Records Administration",200,"https://www.archives.gov/milestone-documents/list",false,"null",false
trumplibrary.gov,"National Archives and Records Administration",200,"https://www.trumplibrary.gov/robots.txt",true,"null",true
trumanlibrary.gov,"National Archives and Records Administration",200,"https://www.trumanlibrary.gov/robots.txt",true,"null",true
trumpwhitehouse.gov,"National Archives and Records Administration",200,"https://trumpwhitehouse.archives.gov/robots.txt",true,"https://trumpwhitehouse.archives.gov/sitemap/sitemap.xml",true
ncpc.gov,"National Capital Planning Commission",200,"https://www.ncpc.gov//robots.txt",true,"null",true
wartimecontracting.gov,"National Archives and Records Administration",200,"https://cybercemetery.unt.edu/cwc/20110929213815/http:/www.wartimecontracting.gov/robots.txt",false,"null",false
ncd.gov,"National Council on Disability",200,"https://www.ncd.gov/robots.txt",true,"https://www.ncd.gov/sitemap.xml",true
mycreditunion.gov,"National Credit Union Administration",200,"https://mycreditunion.gov/robots.txt",true,"https://mycreditunion.gov/sitemap.xml",true
ncua.gov,"National Credit Union Administration",200,"https://ncua.gov/robots.txt",true,"https://ncua.gov/sitemap.xml",true
arts.gov,"National Endowment for the Arts",200,"https://www.arts.gov/robots.txt",true,"null",true
nea.gov,"National Endowment for the Arts",200,"https://www.arts.gov/robots.txt",true,"null",true
humanities.gov,"National Endowment for the Humanities",500,"null",false,"null",false
neh.gov,"National Endowment for the Humanities",200,"https://neh.gov/robots.txt",true,"null",true
nga.gov,"National Gallery of Art",200,"https://www.nga.gov/robots.txt",true,"http://www.nga.gov/sitemap.xml",false
informationliteracy.gov,"Institute of Museum and Library Services",500,"null",false,"null",false
nmb.gov,"National Mediation Board",404,"https://nmb.gov/robots.txt",false,"null",false
arctic.gov,"National Science Foundation",500,"null",false,"null",false
new.nsf.gov,"National Science Foundation",200,"https://new.nsf.gov/robots.txt",true,"https://new.nsf.gov/sitemap.xml",true
mcctest.gov,"Millennium Challenge Corporation",500,"null",false,"null",false
nsf.gov/staff,"National Science Foundation",404,"https://www.nsf.gov/staff/robots.txt",false,"null",false
research.gov,"National Science Foundation",500,"null",false,"null",false
usap.gov,"National Science Foundation",200,"https://www.usap.gov/robots.txt",true,"null",true
sac.gov,"National Science Foundation",200,"https://www.sac.gov/robots.txt",true,"null",true
nscai.gov,"National Security Commission on Artificial Intelligence",404,"http://nscai.gov/robots.txt",false,"null",false
itrd.gov,"Networking Information Technology Research and Development",500,"null",false,"null",false
ntsb.gov,"National Transportation Safety Board",200,"https://www.ntsb.gov/robots.txt",true,"null",true
igorville.gov,"Non-Federal Agency",500,"null",false,"null",false
nitrd.gov,"Networking Information Technology Research and Development",200,"https://www.nitrd.gov/robots.txt",true,"https://www.nitrd.gov/sitemap_index.xml",true
nbrc.gov,"Northern Border Regional Commission",200,"https://www.nbrc.gov/robots.txt",true,"null",true
nrc.gov,"Nuclear Regulatory Commission",200,"https://www.nrc.gov/",false,"null",false
oshrc.gov,"Occupational Safety & Health Review Commission",404,"http://oshrc.gov/robots.txt",false,"null",false
integrity.gov,"Office of Government Ethics",500,"null",false,"null",false
webharvest.gov,"National Archives and Records Administration",500,"null",false,"null",false
applicationmanager.gov,"Office of Personnel Management",500,"null",false,"null",false
nigc.gov,"National Indian Gaming Commission",500,"null",false,"null",false
nlrb.gov,"National Labor Relations Board",500,"null",false,"null",false
cybercareers.gov,"Office of Personnel Management",200,"https://www.opm.gov/cyber-careers/",false,"null",false
employeeexpress.gov,"Office of Personnel Management",404,"https://www.employeeexpress.gov/robots.txt",false,"null",false
feb.gov,"Office of Personnel Management",200,"https://feb.opm.gov/robots.txt",true,"null",true
federaljobs.gov,"Office of Personnel Management",200,"https://www.usajobs.gov/robots.txt",true,"https://www.usajobs.gov/sitemap.xml",true
fedjobs.gov,"Office of Personnel Management",200,"https://www.usajobs.gov/robots.txt",true,"https://www.usajobs.gov/sitemap.xml",true
nrc-gateway.gov,"Nuclear Regulatory Commission",500,"null",false,"null",false
fedshirevets.gov,"Office of Personnel Management",200,"https://www.opm.gov/fedshirevets/",false,"null",false
fsafeds.gov,"Office of Personnel Management",500,"null",false,"null",false
fegli.gov,"Office of Personnel Management",200,"https://www.opm.gov/healthcare-insurance/life-insurance",false,"null",false
golearn.gov,"Office of Personnel Management",500,"null",false,"null",false
governmentjobs.gov,"Office of Personnel Management",200,"https://www.usajobs.gov/robots.txt",true,"https://www.usajobs.gov/sitemap.xml",true
pac.gov,"Office of Personnel Management",500,"null",false,"null",false
opm.gov,"Office of Personnel Management",200,"https://www.opm.gov/robots.txt",true,"null",true
telework.gov,"Office of Personnel Management",200,"https://www.opm.gov/telework/",false,"null",false
pmf.gov,"Office of Personnel Management",200,"https://www.pmf.gov/robots.txt",true,"null",true
usajobs.gov,"Office of Personnel Management",200,"https://www.usajobs.gov/robots.txt",true,"https://www.usajobs.gov/sitemap.xml",true
unlocktalent.gov,"Office of Personnel Management",200,"https://www.opm.gov/data/",false,"null",false
usastaffing.gov,"Office of Personnel Management",200,"https://signin.usastaffing.gov/Account/SignIn?ReturnUrl=%2Fissue%2Fwsfed%3Fwa%3Dwsignin1.0%26wtrealm%3Dhttps%253a%252f%252fusastaffing.gov%252f%26wctx%3Drm%253d0%2526id%253dpassive%2526ru%253d%25252frobots.txt%26wct%3D2024-06-30T02%253a17%253a04Z",false,"null",false
pbgc.gov,"Pension Benefit Guaranty Corporation",200,"https://www.pbgc.gov/robots.txt",true,"https://www.pbgc.gov/sitemap.xml",true
oge.gov,"Office of Government Ethics",500,"null",false,"null",false
presidio.gov,"Presidio Trust",200,"https://presidio.gov/robots.txt",true,"https://wp.presidio.gov/sitemap.xml",true
chcoc.gov,"Office of Personnel Management",500,"null",false,"null",false
presidiocommercial.gov,"Presidio Trust",500,"null",false,"null",false
presidiotrust.gov,"Presidio Trust",200,"https://presidiotrust.gov/robots.txt",true,"https://wp.presidio.gov/sitemap.xml",true
presidiotunneltops.gov,"Presidio Trust",200,"https://presidiotunneltops.gov/robots.txt",true,"https://wp.presidio.gov/sitemap.xml",true
pclob.gov,"Privacy and Civil Liberties Oversight Board",200,"https://www.pclob.gov/robots.txt",true,"null",true
e-qip.gov,"Office of Personnel Management",500,"null",false,"null",false
investor.gov,"Securities and Exchange Commission",200,"https://www.investor.gov/robots.txt",true,"https://www.sec.gov/sec-sitemap.xml",true
sec.gov,"Securities and Exchange Commission",200,"https://www.sec.gov/robots.txt",true,"https://www.sec.gov/sec-sitemap.xml",true
sss.gov,"Selective Service System",200,"https://www.sss.gov/robots.txt",true,"https://www.sss.gov/sitemap.xml",true
business.gov,"Small Business Administration",500,"null",false,"null",false
usalearning.gov,"Office of Personnel Management",500,"null",false,"null",false
sba.gov,"Small Business Administration",200,"https://www.sba.gov/robots.txt",true,"null",true
sbir.gov,"Small Business Administration",200,"https://www.sbir.gov/robots.txt",true,"null",true
itis.gov,"Smithsonian Institution",200,"https://itis.gov/robots.txt",true,"null",true
prc.gov,"Postal Regulatory Commission",500,"null",false,"null",false
smithsonian.gov,"Smithsonian Institution",200,"https://www.si.edu/robots.txt",true,"null",true
segurosocial.gov,"Social Security Administration",404,"https://www.ssa.gov/espanol/robots.txt",false,"null",false
socialsecurity.gov,"Social Security Administration",200,"https://www.ssa.gov/robots.txt",true,"https://www.ssa.gov/sitemap.xml",true
pbrb.gov,"Public Buildings Reform Board",500,"null",false,"null",false
rrb.gov,"Railroad Retirement Board",500,"null",false,"null",false
scrc.gov,"Southeast Crescent Regional Commission",200,"https://scrc.gov/robots.txt",true,"https://scrc.gov/sitemap_index.xml",true
sbrc.gov,"Southwest Border Regional Commission",500,"null",false,"null",false
ssab.gov,"Social Security Advisory Board",200,"https://www.ssab.gov/robots.txt",true,"https://www.ssab.gov/sitemap.xml",true
ssa.gov,"Social Security Administration",200,"https://www.ssa.gov/robots.txt",true,"https://www.ssa.gov/sitemap.xml",true
sji.gov,"State Justice Institute",200,"https://www.sji.gov/robots.txt",true,"https://www.sji.gov/wp-sitemap.xml",true
stb.gov,"Surface Transportation Board",200,"https://www.stb.gov/robots.txt",true,"https://www.stb.gov/sitemap_index.xml",true
ptf.gov,"The Intelligence Community",500,"null",false,"null",false
tva.gov,"Tennessee Valley Authority",403,"https://www.tva.com/robots.txt",false,"null",false
worldwar1centennial.gov,"The United States World War One Centennial Commission",200,"https://worldwar1centennial.org/robots.txt",true,"null",true
tvaoig.gov,"Tennessee Valley Authority",200,"https://www.tvaoig.gov/robots.txt",true,"null",true
childreninadversity.gov,"U.S. Agency for International Development",503,"http://childreninadversity.gov/robots.txt",false,"null",false
feedthefuture.gov,"U.S. Agency for International Development",200,"https://www.feedthefuture.gov/robots.txt",true,"https://www.feedthefuture.gov/sitemap_index.xml",true
neglecteddiseases.gov,"U.S. Agency for International Development",503,"http://neglecteddiseases.gov/robots.txt",false,"null",false
pmi.gov,"U.S. Agency for International Development",503,"http://pmi.gov/robots.txt",false,"null",false
prosperafrica.gov,"U.S. Agency for International Development",200,"https://prosperafrica.gov/robots.txt",false,"null",false
workwithusaid.gov,"U.S. Agency for International Development",200,"https://workwithusaid.gov/robots.txt",false,"null",false
usaid.gov,"U.S. Agency for International Development",200,"https://usaid.gov/robots.txt",false,"null",false
heritageabroad.gov,"U.S. Commission for the Preservation of Americas Heritage Abroad",200,"https://www.heritageabroad.gov/robots.txt",true,"https://www.heritageabroad.gov/sitemap_index.xml",true
cfa.gov,"U.S. Commission of Fine Arts",200,"https://www.cfa.gov/robots.txt",true,"null",true
civilrightsusa.gov,"U.S. Commission on Civil Rights",500,"null",false,"null",false
cssbmb.gov,"U.S. Commission on Civil Rights",200,"https://cssbmb.gov/robots.txt",true,"https://cssbmb.gov/sitemap.xml",true
usccr.gov,"U.S. Commission on Civil Rights",200,"https://www.usccr.gov//robots.txt",true,"null",true
22007apply.gov,"U.S. Department of Agriculture",404,"https://22007apply.gov/robots.txt",false,"null",false
uscirf.gov,"U.S. Commission on International Religious Freedom",200,"https://www.uscirf.gov/robots.txt",true,"null",true
aff.gov,"U.S. Department of Agriculture",200,"https://www.aff.gov/robots.txt",true,"https://www.aff.gov/aff-site-index.xml",true
ars-grin.gov,"U.S. Department of Agriculture",200,"https://ars-grin.gov/robots.txt",true,"null",true
nwbc.gov,"Small Business Administration",500,"null",false,"null",false
arsusda.gov,"U.S. Department of Agriculture",500,"null",false,"null",false
bosque.gov,"U.S. Department of Agriculture",404,"https://bosque.gov/robots.txt",false,"null",false
biopreferred.gov,"U.S. Department of Agriculture",500,"null",false,"null",false
connect.gov,"U.S. Department of Agriculture",500,"null",false,"null",false
choosemyplate.gov,"U.S. Department of Agriculture",200,"https://www.myplate.gov/robots.txt",true,"null",true
dietaryguidelines.gov,"U.S. Department of Agriculture",200,"https://www.dietaryguidelines.gov/robots.txt",true,"null",true
execsec.gov,"U.S. Department of Agriculture",200,"https://www.usda.gov/",false,"null",false
farmerfairness.gov,"U.S. Department of Agriculture",200,"https://www.usda.gov/farmerfairness",false,"null",false
empowhr.gov,"U.S. Department of Agriculture",500,"null",false,"null",false
farmers.gov,"U.S. Department of Agriculture",200,"https://www.farmers.gov/robots.txt",true,"null",true
forestsandrangelands.gov,"U.S. Department of Agriculture",200,"https://forestsandrangelands.gov/robots.txt",true,"null",true
invasivespeciesinfo.gov,"U.S. Department of Agriculture",500,"null",false,"null",false
itap.gov,"U.S. Department of Agriculture",500,"null",false,"null",false
dfafacts.gov,"U.S. Agency for International Development",500,"null",false,"null",false
foreignassistance.gov,"U.S. Agency for International Development",500,"null",false,"null",false
lcacommons.gov,"U.S. Department of Agriculture",500,"null",false,"null",false
nafri.gov,"U.S. Department of Agriculture",200,"https://nafri.gov/robots.txt",true,"null",true
myplate.gov,"U.S. Department of Agriculture",200,"https://www.myplate.gov/robots.txt",true,"null",true
nutrition.gov,"U.S. Department of Agriculture",500,"null",false,"null",false
rec.gov,"U.S. Department of Agriculture",200,"https://www.recreation.gov/robots.txt",true,"https://www.recreation.gov/sitemap.xml.gz",true
nwcg.gov,"U.S. Department of Agriculture",200,"https://www.nwcg.gov/robots.txt",true,"null",true
recreation.gov,"U.S. Department of Agriculture",200,"https://www.recreation.gov/robots.txt",true,"https://www.recreation.gov/sitemap.xml.gz",true
rural.gov,"U.S. Department of Agriculture",200,"https://www.rural.gov/robots.txt",true,"null",true
symbols.gov,"U.S. Department of Agriculture",200,"https://symbols.gov/robots.txt",true,"https://symbols.gov/sitemap.xml",true
usdapii.gov,"U.S. Department of Agriculture",500,"null",false,"null",false
usda.gov,"U.S. Department of Agriculture",200,"https://www.usda.gov/robots.txt",true,"null",true
ag.gov,"U.S. Department of Agriculture",500,"null",false,"null",false
oscnet.gov,"U.S. Office of Special Counsel",500,"null",false,"null",false
wildfire.gov,"U.S. Department of Agriculture",200,"https://www.wildfire.gov/robots.txt",true,"null",true
nwtrb.gov,"U.S. Nuclear Waste Technical Review Board",200,"https://www.nwtrb.gov/robots.txt",true,"http://www.nwtrb.gov/sitemap/sitemap.xml",true
osc.gov,"U.S. Office of Special Counsel",404,"https://osc.gov/robots.txt",false,"null",false
jwod.gov,"United States AbilityOne",500,"null",false,"null",false
peacecorps.gov,"U.S. Peace Corps",200,"https://www.peacecorps.gov/robots.txt",true,"https://www.peacecorps.gov/sitemap.xml",true
adf.gov,"United States African Development Foundation",500,"null",false,"null",false
peacecorpsoig.gov,"U.S. Peace Corps",200,"https://www.peacecorpsoig.gov/robots.txt",true,"null",true
usadf.gov,"United States African Development Foundation",404,"https://usadf.gov/robots.txt/",false,"null",false
fedsfeedfamilies.gov,"U.S. Department of Agriculture",500,"null",false,"null",false
ocb.gov,"United States Agency for Global Media",500,"null",false,"null",false
bbg.gov,"United States Agency for Global Media",200,"https://www.usagm.gov/robots.txt",true,"https://www.usagm.gov/wp-sitemap.xml",true
ibb.gov,"United States Agency for Global Media",200,"https://www.usagm.gov/robots.txt",true,"https://www.usagm.gov/wp-sitemap.xml",true
voa.gov,"United States Agency for Global Media",200,"https://www.voanews.com/robots.txt",true,"https://www.voanews.com/sitemap.xml",true
usagm.gov,"United States Agency for Global Media",200,"https://www.usagm.gov/robots.txt",true,"https://www.usagm.gov/wp-sitemap.xml",true
globalchange.gov,"United States Global Change Research Program",403,"http://globalchange.gov/robots.txt",false,"null",false
ipcc-wg3.gov,"United States Global Change Research Program",404,"http://ipcc-wg3.gov/robots.txt",false,"null",false
ushmm.gov,"United States Holocaust Memorial Museum",500,"null",false,"null",false
usip.gov,"United States Institute of Peace",200,"http://usip.gov/robots.txt",false,"null",false
ich.gov,"United States Interagency Council on Homelessness",500,"null",false,"null",false
usich.gov,"United States Interagency Council on Homelessness",404,"https://usich.gov/robots.txt",false,"null",false
dfc.gov,"United States International Development Finance Corporation",200,"https://www.dfc.gov/robots.txt",true,"null",true
idfc.gov,"United States International Development Finance Corporation",200,"https://www.dfc.gov/",false,"null",false
usdfc.gov,"United States International Development Finance Corporation",200,"https://www.dfc.gov/",false,"null",false
usidfc.gov,"United States International Development Finance Corporation",200,"https://www.dfc.gov/",false,"null",false
usitc.gov,"United States International Trade Commission",200,"https://www.usitc.gov/robots.txt",true,"null",true
usitcoig.gov,"United States International Trade Commission",500,"null",false,"null",false
changeofaddress.gov,"United States Postal Service",500,"null",false,"null",false
mail.gov,"United States Postal Service",500,"null",false,"null",false
myusps.gov,"United States Postal Service",500,"null",false,"null",false
postoffice.gov,"United States Postal Service",500,"null",false,"null",false
opic.gov,"United States International Development Finance Corporation",500,"null",false,"null",false
uspis.gov,"United States Postal Service",200,"https://www.uspis.gov/",false,"null",false
usps.gov,"United States Postal Service",500,"null",false,"null",false
uspsinformeddelivery.gov,"United States Postal Service",500,"null",false,"null",false
uspsinnovates.gov,"United States Postal Service",500,"null",false,"null",false
abilityone.gov,"United States AbilityOne",500,"null",false,"null",false
uspsoig.gov,"United States Postal Service",200,"https://www.uspsoig.gov/robots.txt",true,"null",true
access-board.gov,"United States Access Board",500,"null",false,"null",false
ustda.gov,"United States Trade and Development Agency",200,"https://www.ustda.gov/robots.txt",true,"https://www.ustda.gov/wp-sitemap.xml",true
usgcrp.gov,"United States Global Change Research Program",500,"null",false,"null",false
purchasing.gov,"United States Postal Service",500,"null",false,"null",false
domainops.gov,"gov Administration",500,"null",false,"null",false
ata.gov,"gov Administration",500,"null",false,"null",false
erpo.gov,"gov Administration",500,"null",false,"null",false
ecfc.gov,"gov Administration",500,"null",false,"null",false
jpo.gov,"gov Administration",500,"null",false,"null",false
nrpo.gov,"gov Administration",500,"null",false,"null",false
osdls.gov,"gov Administration",500,"null",false,"null",false
owc.gov,"gov Administration",500,"null",false,"null",false
psd.gov,"gov Administration",500,"null",false,"null",false
psup.gov,"gov Administration",500,"null",false,"null",false
pubservices.gov,"gov Administration",500,"null",false,"null",false
rpo.gov,"gov Administration",500,"null",false,"null",false
fraho.gov,"gov Administration",500,"null",false,"null",false
fd.gov,"Administrative Office of the U. S. Courts",500,"null",false,"null",false
sc-us.gov,"The Supreme Court",500,"null",false,"null",false
scinet-test.gov,"The Supreme Court",500,"null",false,"null",false
scus.gov,"The Supreme Court",500,"null",false,"null",false
scinet.gov,"The Supreme Court",500,"null",false,"null",false
supreme-court.gov,"The Supreme Court",500,"null",false,"null",false
bankruptcy.gov,"U.S. Courts",500,"null",false,"null",false
supremecourtus.gov,"The Supreme Court",500,"null",false,"null",false
scuspd.gov,"The Supreme Court",200,"https://www.scuspd.gov/robots.txt",true,"null",true
cavc.gov,"U.S. Courts",500,"null",false,"null",false
supremecourt.gov,"The Supreme Court",200,"https://www.supremecourt.gov/robots.txt",true,"null",true
federalcourts.gov,"U.S. Courts",500,"null",false,"null",false
federalprobation.gov,"U.S. Courts",500,"null",false,"null",false
federalrules.gov,"U.S. Courts",500,"null",false,"null",false
judicialconference.gov,"U.S. Courts",500,"null",false,"null",false
usbankruptcy.gov,"U.S. Courts",500,"null",false,"null",false
usc.gov,"U.S. Courts",500,"null",false,"null",false
uscavc.gov,"U.S. Courts",500,"null",false,"null",false
fjc.gov,"U.S. Courts",200,"https://www.fjc.gov/robots.txt",true,"null",true
usprobation.gov,"U.S. Courts",500,"null",false,"null",false
ussc.gov,"U.S. Courts",500,"null",false,"null",false
ustaxcourt.gov,"U.S. Courts",404,"https://ustaxcourt.gov/robots.txt",false,"null",false
uscourts.gov,"U.S. Courts",200,"https://www.uscourts.gov/robots.txt",true,"null",true
pacer.gov,"U.S. Courts",200,"https://pacer.uscourts.gov/robots.txt",true,"null",true
capitalgiftshop.gov,"Architect of the Capitol",500,"null",false,"null",false
capitolgiftshop.gov,"Architect of the Capitol",500,"null",false,"null",false
aoc.gov,"Architect of the Capitol",200,"https://www.aoc.gov/robots.txt",true,"null",true
capital.gov,"Architect of the Capitol",200,"https://www.aoc.gov/virtual-capitol",false,"null",false
uscapitalgiftshop.gov,"Architect of the Capitol",500,"null",false,"null",false
usbg.gov,"Architect of the Capitol",200,"https://www.usbg.gov/robots.txt",true,"null",true
capitol.gov,"Architect of the Capitol",200,"https://www.aoc.gov/virtual-capitol",false,"null",false
uscapitolgiftstore.gov,"Architect of the Capitol",500,"null",false,"null",false
uscapitol.gov,"Architect of the Capitol",500,"null",false,"null",false
visitthecapital.gov,"Architect of the Capitol",500,"null",false,"null",false
uscapitolgiftshop.gov,"Architect of the Capitol",404,"http://uscapitolgiftshop.gov/robots.txt",false,"null",false
cbo.gov,"Congressional Budget Office",200,"https://www.cbo.gov/robots.txt",true,"null",true
visitthecapitol.gov,"Architect of the Capitol",200,"https://www.visitthecapitol.gov/robots.txt",true,"null",true
cbonews.gov,"Congressional Budget Office",404,"http://www.cbonews.gov/robots.txt",false,"null",false
solarium.gov,"Cyberspace Solarium Commission",200,"https://www.solarium.gov/",false,"null",false
gaoinnovation.gov,"Government Accountability Office",500,"null",false,"null",false
fasab.gov,"Government Accountability Office",200,"https://fasab.gov/robots.txt",true,"https://fasab.gov/sitemap.xml",true
gaoinnovationlab.gov,"Government Accountability Office",500,"null",false,"null",false
gao.gov,"Government Accountability Office",200,"https://www.gao.gov/robots.txt",true,"null",true
gaoinnovations.gov,"Government Accountability Office",200,"https://gaoinnovations.gov/robots.txt",false,"null",false
congressionaldirectory.gov,"Government Publishing Office",200,"https://www.govinfo.gov/app/collection/cdir",false,"null",false
congressionalrecord.gov,"Government Publishing Office",200,"https://www.govinfo.gov/app/collection/crec",false,"null",false
fdlp.gov,"Government Publishing Office",200,"https://fdlp.gov/robots.txt",true,"null",true
ecfr.gov,"Government Publishing Office",200,"https://unblock.federalregister.gov/",false,"null",false
fdsys.gov,"Government Publishing Office",200,"https://www.govinfo.gov/about#fdsys-transition",false,"null",false
gaonet.gov,"Government Accountability Office",500,"null",false,"null",false
federalregister.gov,"Government Publishing Office",200,"https://unblock.federalregister.gov/",false,"null",false
fedreg.gov,"Government Publishing Office",500,"null",false,"null",false
gpodev.gov,"Government Publishing Office",500,"null",false,"null",false
gpo.gov,"Government Publishing Office",200,"https://www.gpo.gov/robots.txt",true,"https://www.gpo.gov/sitemap/sitemap-index.xml",true
govinfo.gov,"Government Publishing Office",200,"https://www.govinfo.gov/robots.txt",true,"https://www.govinfo.gov/sitemap/sitemap.xml",true
housecalendar.gov,"Government Publishing Office",200,"https://www.govinfo.gov/app/collection/ccal",false,"null",false
ofr.gov,"Government Publishing Office",404,"https://www.archives.gov/files/federal-register/robots.txt",false,"null",false
